user_name,user_issue_title_tfidf
compile_success,"[[('         ', 0.12222282215137231)], [('2003lt', 0.016421093452310225), ('openeul', 0.005594207966372197)], [('2003ltssp1ovstcpdump', 4.827801474979206)], [('2103armx86', 0.29259402878661855), ('base', 0.26821119305440033), ('selinux', 0.09753134292887285)], [('2103armx86dnf', 2.413900737489603), ('downloadonli', 2.413900737489603)], [('301', 4.827801474979206)], [('cldremojiannot', 4.827801474979206)], [('courierunicod', 1.609267158326402), ('maildrop', 0.9655602949958413)], [('cve201810126', 4.827801474979206)], [('cve20195502', 4.827801474979206)], [('cve202013938', 4.827801474979206)], [('cve202035457', 4.827801474979206)], [('cve202035492', 4.827801474979206)], [('cve202035655', 4.827801474979206)], [('cve20206851', 3.218534316652804)], [('cve202125291', 4.827801474979206)], [('cve202127219', 2.413900737489603)], [('cve202128116', 4.827801474979206)], [('dbusorgfreedesktopavahiservic', 1.609267158326402), ('disabl', 0.26821119305440033), ('2003ltssp1', 0.04234913574543163)], [('etchostsdeni', 4.827801474979206)], [('glib2', 0.6437068633305608), ('10', 0.26821119305440033), ('sig', 0.03973499156361486)], [('ibu', 2.413900737489603), ('1522', 1.609267158326402)], [('ipv4ipv6', 1.2069503687448015), ('http', 0.24139007374896032), ('audit', 0.17242148124925735), ('sp2', 0.017749270128600024)], [('ipx', 1.9311205899916826)], [('kexexchangeidentif', 0.9655602949958413), ('messag', 0.09655602949958414), ('server', 0.0772448235996673), ('2003ltssp2', 0.04597906166646863), ('error', 0.017397482792717862)], [('lorax', 1.609267158326402)], [('networkmanag', 0.8777820863598557)], [('nginxhelp', 0.9655602949958413), ('sp2lt', 0.6437068633305608), ('mailcap', 0.27587436999881176), ('nginx', 0.12069503687448016), ('sp2', 0.01419941610288002)], [('openeuler2003ltsc10', 1.2069503687448015), ('ccb', 1.2069503687448015), ('openeuler2003ltssp1', 0.08323795646515873), ('rpm', 0.01508687960931002)], [('openeulermainlin', 0.4023167895816005), ('lorax', 0.26821119305440033), ('iso', 0.03284218690462044), ('imag', 0.030363531289177396), ('ob', 0.019388760943691588), ('master', 0.0011121403996727035)], [('pamuserdbso', 1.2069503687448015), ('ftp', 0.6034751843724008), ('ltssp2armx86', 0.48278014749792064)], [('proftp', 4.827801474979206)], [('pythonpyg', 1.609267158326402), ('gtkdoc', 0.6896859249970294)], [('rc1aarch64', 0.9655602949958413), ('glade', 0.48278014749792064), ('xfce', 0.17555641727197113), ('coredump', 0.0772448235996673), ('x8664', 0.05081896289451796)], [('sp1', 0.013119025747226103), ('2003lt', 0.008210546726155113), ('updat', 0.005376170907549227), ('openeul', 0.0027971039831860985)], [('vendor', 0.4023167895816005), ('openeul', 0.007458943955162929)], [('webkit2gtk3', 4.827801474979206)]]"
crrs666,[]
cuibb1,"[[('055', 2.413900737489603)], [('093', 2.413900737489603)], [('11513', 3.218534316652804)], [('mvn', 0.804633579163201), ('noth', 0.4023167895816005), ('provid', 0.04470186550906673), ('ob', 0.029083141415537386)], [('postgresqlsetup', 1.609267158326402), ('initdb', 1.609267158326402), ('parseupgradesetup', 1.609267158326402)], [('releas', 0.024949878423665146), ('latest', 0.02315492314138708), ('upgrad', 0.011789502991402212)]]"
cygnus1985,[]
cynthia_xh,"[[('2009', 0.03498406865926961), ('openeul', 0.005594207966372197)], [('atun', 0.43889104317992783)], [('contribut', 0.6034751843724008), ('kernel', 0.04733138700960006), ('provid', 0.04470186550906673), ('openeul', 0.0027971039831860985)], [('explan', 0.6896859249970294), ('distribut', 0.6896859249970294), ('would', 0.45979061666468624), ('good', 0.3448429624985147), ('euler', 0.1970531214277227), ('differ', 0.15326353888822875), ('linux', 0.10610552692261992)], [('groveranceaf', 0.37136934422916973), ('establish', 0.37136934422916973), ('pass', 0.24757956281944649), ('know', 0.24757956281944649), ('environ', 0.18568467211458486), ('appli', 0.10610552692261992), ('tc', 0.07427386884583395), ('new', 0.05305276346130996), ('maintain', 0.0495159125638893), ('ci', 0.02652638173065498), ('sig', 0.018339226875514553), ('need', 0.015473722676215405)], [('idoc', 1.609267158326402), ('nfrastructur', 1.609267158326402), ('sig', 0.03973499156361486)], [('openeul', 0.011188415932744394)]]"
daidai_is_here,"[[], [('openeul', 0.011188415932744394)]]"
dan_zhao,[]
derekpush,[]
dillon_chen,"[[('dist', 0.18568467211458486), ('spec', 0.003600150242340944)], [('gtkmm24', 4.827801474979206)], [('may', 0.003759969996089724), ('wrong', 0.0037251554590888936), ('url', 0.002024235419278493), ('sourc', 0.0019435593699594228), ('spec', 0.0012000500807803145), ('master', 0.0011121403996727035)], [('may', 0.003759969996089724), ('wrong', 0.0037251554590888936), ('url', 0.002024235419278493), ('sourc', 0.0019435593699594228), ('spec', 0.0012000500807803145), ('master', 0.0011121403996727035)], [('pythonpyg', 1.609267158326402), ('gtkdoc', 0.6896859249970294)], [('thunar', 1.609267158326402), ('2009', 0.023322712439513074), ('openeul', 0.0037294719775814644)]]"
ding_yi_ming,[]
disnight,"[[('             ', 0.6896859249970294)], [('2003ltssp1updatearmx86dovecot', 4.827801474979206)], [('fuzz', 0.3576149240725338)], [('fuzzheapbufferoverflow', 2.413900737489603)], [('fuzzruntim', 0.804633579163201), ('error', 0.04349370698179465)], [('licens', 0.12378978140972323)], [('n', 0.5364223861088007), ('""', 0.10728447722176013), ('ob', 0.019388760943691588), ('spec', 0.0012000500807803145)], [('oa', 0.9655602949958413), ('）', 0.02540948144725898), ('（', 0.025079488181710165), ('ob', 0.02326651313242991), ('spec', 0.0014400600969363777)], [('update1102', 1.609267158326402), ('armx86', 0.4023167895816005), ('lt', 0.014178565271598257)], [('update2101', 2.413900737489603)], [('update2102armx86ltp', 2.413900737489603), ('syslog08', 2.413900737489603)], [('yaml', 0.010552571530009195)], [('）', 0.06352370361814745), ('（', 0.06269872045427541)]]"
dogsheng,"[[('           ', 0.3218534316652804)], [('              ', 0.4198088239112353)], [('                ', 0.7427386884583395)], [('addit', 1.2069503687448015), ('way', 0.6034751843724008), ('ad', 0.3017375921862004), ('commun', 0.10972276079498196)], [('autom', 0.9655602949958413), ('work', 0.17555641727197113), ('system', 0.1485477376916679), ('ob', 0.02326651313242991), ('build', 0.022989530833234316)], [('buildopeneulerorg', 1.0728447722176013), ('sbinip', 0.6437068633305608), ('imag', 0.06072706257835479)], [('couldt', 0.9655602949958413), ('download', 0.21456895444352028), ('ob', 0.02326651313242991), ('packag', 0.01950626858577457), ('rpm', 0.012069503687448017)], [('devtti', 0.6896859249970294), ('sysfscgroup', 0.6896859249970294), ('make', 0.030652707777645755), ('check', 0.022989530833234312), ('）', 0.018149629605184986), ('（', 0.01791392012979297), ('ob', 0.01661893795173565)], [('git', 0.13993627463707842), ('lt', 0.014178565271598257), ('sourc', 0.0038871187399188455)], [('iso', 0.04926328035693067), ('ob', 0.029083141415537386), ('rpm', 0.01508687960931002), ('openeul', 0.0027971039831860985)], [('languag', 0.4023167895816005), ('select', 0.4023167895816005), ('login', 0.17880746203626688), ('new', 0.11494765416617156), ('automat', 0.10057919739540012), ('featur', 0.06705279826360008)], [('mariadbserv', 1.2069503687448015), ('openeul', 0.005594207966372197)], [('meet', 0.9655602949958413), ('infrastructur', 0.9655602949958413), ('propos', 0.48278014749792064), ('start', 0.08777820863598557)], [('netinstal', 0.4023167895816005), ('could', 0.14629701439330928), ('iso', 0.03284218690462044), ('imag', 0.030363531289177396), ('provid', 0.02980124367271115), ('openeul', 0.0018647359887907322)], [('oepneul', 1.609267158326402), ('dpdk', 0.26821119305440033), ('2003lt', 0.010947395634873482)], [('openeul', 0.011188415932744394)], [('openeuler2003ltsaarch64dvdiso', 2.413900737489603), ('updat', 0.010752341815098454)], [('opensshserv', 2.413900737489603), ('lt', 0.021267847907397386)], [('pipelin', 0.9655602949958413), ('channel', 0.48278014749792064), ('mail', 0.1485477376916679), ('featur', 0.0804633579163201), ('add', 0.01609267158326402)], [('pr', 0.16647591293031747)], [('pylint', 4.827801474979206)], [('pyxattr', 0.804633579163201), ('arm', 0.04291379088870405), ('ob', 0.038777521887383176)], [('question', 0.804633579163201), ('db', 0.6437068633305608), ('sig', 0.03973499156361486)], [('repo', 0.05305276346130996), ('openeul', 0.005594207966372197)], [('sig', 0.0596024873454223), ('repo', 0.05305276346130996)], [('sourcefil', 0.804633579163201), ('person', 0.804633579163201), ('download', 0.17880746203626688), ('gite', 0.0804633579163201), ('repo', 0.01768425448710332), ('cant', 0.012572399674425016)], [('sy', 0.804633579163201), ('host', 0.17242148124925735), ('test', 0.06352370361814745), ('x86', 0.030555705537843078)], [('tag', 0.08621074062462868), ('releas', 0.03742481763549772)], [('window10', 0.804633579163201), ('colon', 0.804633579163201), ('folder', 0.5364223861088007), ('clone', 0.26821119305440033), ('name', 0.13410559652720017), ('contain', 0.12378978140972324)], [('yumdownload', 2.413900737489603), ('work', 0.43889104317992783)]]"
doraemon2020,"[[('2009x86arm', 2.413900737489603), ('tap', 2.413900737489603)], [('2103nghttpxservic', 4.827801474979206)], [('2103spicewebdavd', 2.413900737489603), ('avahi', 1.609267158326402)], [('2103spicewebdavdservic', 4.827801474979206)], [('clevi', 2.413900737489603)], [('openeulerdockeraarch64tarxz', 0.9655602949958413), ('35', 0.27587436999881176), ('load', 0.1609267158326402), ('isula', 0.033295182586063496)], [('pamuserdbso', 1.2069503687448015), ('ftp', 0.6034751843724008), ('ltssp2armx86', 0.48278014749792064)], [('tigervncservermodul', 2.413900737489603), ('2003ltsupdate1126', 1.609267158326402)]]"
doramart,"[[('mongodb', 0.6034751843724008), ('rpm', 0.03017375921862004)], [('nodejspackag', 1.2069503687448015), ('openeular', 0.48278014749792064), ('）', 0.031761851809073725), ('（', 0.031349360227137704)], [('nodejsport', 2.413900737489603), ('20210531', 0.015181765644588698)], [('nodejsporternodej', 4.827801474979206)], [('nodepackag', 2.413900737489603), ('openeular', 0.9655602949958413)], [('opensslspec', 1.609267158326402), ('ba', 0.45979061666468624), ('rpmbuild', 0.08252652093981548)], [('rpmbuild', 0.24757956281944646)], [('srcopeneulermongodb', 2.413900737489603), ('baseservic', 0.804633579163201)], [('submit', 0.002123043744493934), ('file', 0.002025084511316781), ('repositori', 0.0019883861099584867), ('spec', 0.001800075121170472)], [('vm', 0.16647591293031747)], [('yaml', 0.0026381428825022987), ('submit', 0.002123043744493934), ('file', 0.002025084511316781), ('repositori', 0.0019883861099584867)]]"
dou33,"[[], [], [('     ', 0.27587436999881176)], [('            ', 0.4023167895816005)], [('              ', 0.4198088239112353)], [('2003', 0.08777820863598557), ('sp1', 0.026238051494452207)], [('2003', 0.08777820863598557), ('sp1', 0.026238051494452207)], [('2103', 0.05581273381478851)], [('alsaucm', 1.609267158326402), ('alsatopolog', 1.609267158326402), ('master', 0.002224280799345407)], [('atrilthumbnail', 2.413900737489603), ('sp2', 0.03549854025720005)], [('emac', 0.3448429624985147), ('2003', 0.04388910431799278), ('arm', 0.03218534316652804), ('sp1', 0.013119025747226103)], [('epol', 0.804633579163201), ('sp2', 0.03549854025720005)], [('libid3tagso', 4.827801474979206)], [('maintain', 0.21456895444352025), ('sig', 0.07946998312722972)], [('openeul', 0.011188415932744394)], [('peoni', 0.45979061666468624), ('2003', 0.05851880575732371), ('sp1', 0.017492034329634802)], [('peoni', 1.3793718499940588)], [('peoni', 1.3793718499940588)], [('pygobject2', 4.827801474979206)], [('session', 0.804633579163201), ('2003', 0.05851880575732371), ('sp1', 0.017492034329634802)], [('ukui', 0.26821119305440033), ('repo', 0.05305276346130996)], [('ukuiscreensav', 4.827801474979206)], [('xsession', 2.413900737489603), ('xinitrc', 2.413900737489603)]]"
doudou19,[]
dream0819,[]
duan_tao_tao,[]
duguhaotian,"[[('     ', 0.27587436999881176)], [('      ', 0.18932554803840024)], [('          ', 0.31147106290188425)], [('              ', 0.4198088239112353)], [('                 ', 0.8777820863598557)], [('1207', 0.9655602949958413), ('k8', 0.21456895444352028), ('arm', 0.025748274533222433), ('2009', 0.013993627463707844), ('openeul', 0.002237683186548879)], [('accord', 0.6034751843724008), ('guid', 0.12069503687448016), ('build', 0.028736913541542893), ('code', 0.017492034329634806), ('issu', 0.014900621836355574), ('fail', 0.009733470715683883), ('sourc', 0.0014576695274695671)], [('adminkubeconfig', 2.413900737489603), ('eggo', 0.37136934422916973)], [('canal', 1.2069503687448015), ('calico', 0.804633579163201), ('cni', 0.21944552158996392), ('support', 0.031349360227137704)], [('check', 0.1609267158326402)], [('clibcni', 0.5364223861088007), ('lcr', 0.26821119305440033), ('isula', 0.055491970976772484)], [('cloudn', 1.609267158326402), ('huboepkgsnet', 1.609267158326402)], [('cni', 0.29259402878661855), ('ip', 0.13410559652720017), ('isulad', 0.0596024873454223)], [('cni', 0.43889104317992783), ('isulad', 0.08940373101813345)], [('cni', 0.43889104317992783), ('isulad', 0.08940373101813345)], [('config', 0.5364223861088007), ('eggo', 0.37136934422916973)], [('copi', 0.9655602949958413), ('eggo', 0.37136934422916973)], [('exposedport', 1.2069503687448015), ('imag', 0.0455452969337661), ('isulad', 0.04470186550906673), ('spec', 0.001800075121170472)], [('go', 0.8777820863598557)], [('grpc', 0.9655602949958413)], [('isulad', 0.1788074620362669)], [('isuladsavelog', 1.2069503687448015), ('log', 0.21944552158996392), ('(', 0.02343592949019032), (')', 0.022989530833234316)], [('json', 1.3793718499940588)], [('ltspython3', 4.827801474979206)], [('networkconfigc', 3.218534316652804)], [('networkmodulec', 3.218534316652804), ('networkconfigc', 1.0728447722176013)], [('perform', 0.5364223861088007), ('docker', 0.05851880575732371), ('isula', 0.055491970976772484)], [('protobuf', 3.218534316652804)], [('readm', 0.1970531214277227)], [('runp', 1.609267158326402), ('podconfigjson', 1.609267158326402), ('crictl', 0.804633579163201)], [('runtim', 0.48278014749792064), ('error', 0.04349370698179465)], [('stop', 0.3017375921862004), ('isulad', 0.04470186550906673), ('docker', 0.04388910431799278)], [('varlibisuladengineslcr', 1.609267158326402), ('pod', 0.804633579163201), ('hostnam', 0.35761492407253376)]]"
duyyb,[]
dwl301,"[[('     ', 0.27587436999881176)], [('2003ltssp2armx86thunarservic', 4.827801474979206)], [('2003ltssp2armx86xfce4notifydservic', 4.827801474979206)], [('2003ltssp2libcacard', 1.609267158326402), ('rpmbuild', 0.08252652093981548), ('x86', 0.0407409407171241)], [('baseservicesiginfoyaml', 4.827801474979206)], [('cve202013645', 4.827801474979206)], [('dbusorgfreedesktopavahiservic', 1.609267158326402), ('disabl', 0.26821119305440033), ('2003ltssp1', 0.04234913574543163)], [('lightdmgtkgreet', 1.2069503687448015), ('lightdmgtk', 1.2069503687448015), ('epol', 0.4023167895816005), ('sp2', 0.017749270128600024)], [('may', 0.003759969996089724), ('wrong', 0.0037251554590888936), ('url', 0.002024235419278493), ('sourc', 0.0019435593699594228), ('spec', 0.0012000500807803145), ('master', 0.0011121403996727035)], [('openeuler2003ltssp2', 0.6034751843724008)], [('xfce', 0.29259402878661855), ('2103', 0.0186042446049295), ('openeul', 0.0037294719775814644)]]"
eastb233,"[[('cve201812886', 4.827801474979206)], [('gcc', 0.21944552158996392), ('bug', 0.13793718499940588)], [('stringoptrunc', 1.609267158326402), ('vsftpd', 0.804633579163201), ('gcc', 0.14629701439330928)]]"
emily_liuliu,"[[('2003ltssp2fakeroot', 0.6896859249970294), ('12521', 0.6896859249970294), ('1232', 0.6896859249970294), ('fakerootlib', 0.6896859249970294), ('fakeroot', 0.27587436999881176), ('sp2', 0.020284880146971454)], [('2003ltssp2flink', 1.2069503687448015), ('rpmbuild', 0.061894890704861615), ('arm', 0.03218534316652804), ('x86', 0.030555705537843078)], [('2003ltssp2graphviz', 1.2069503687448015), ('rpmbuild', 0.061894890704861615), ('arm', 0.03218534316652804), ('x86', 0.030555705537843078)], [('2003ltssp2hyphen', 1.609267158326402), ('rpmbuild', 0.08252652093981548), ('x86', 0.0407409407171241)], [('2003ltssp2jnrffi', 1.2069503687448015), ('rpmbuild', 0.061894890704861615), ('arm', 0.03218534316652804), ('x86', 0.030555705537843078)], [('2003ltssp2libcacard', 1.609267158326402), ('rpmbuild', 0.08252652093981548), ('x86', 0.0407409407171241)], [('2003ltssp2pythondn', 1.2069503687448015), ('rpmbuild', 0.061894890704861615), ('arm', 0.03218534316652804), ('x86', 0.030555705537843078)], [('2003ltssp2rdate', 1.2069503687448015), ('rpmbuild', 0.061894890704861615), ('arm', 0.03218534316652804), ('x86', 0.030555705537843078)], [('2003ltssp2tpmtool', 2.413900737489603), ('tpmunsealdata', 1.609267158326402)], [('2009betaarmgui', 3.218534316652804)], [('2009betaarmgui', 3.218534316652804)], [('2009betaarmx86ntf', 1.609267158326402), ('tcp', 1.609267158326402), ('dport', 1.609267158326402)], [('2009pythonkeyr', 4.827801474979206)], [('2009tpmtool', 2.413900737489603), ('tpmunsealdata', 1.609267158326402)], [('ant', 1.2069503687448015), ('antjunit', 1.2069503687448015), ('java', 0.1508687960931002), ('2009', 0.017492034329634806)], [('buildjarrepositori', 1.2069503687448015), ('rebuildjarrepositori', 1.2069503687448015), ('jar', 0.4023167895816005), ('2009betaarm', 0.20115839479080025)], [('cpack', 1.609267158326402), ('b', 0.4023167895816005), ('2003ltssp1', 0.04234913574543163)], [('crit', 2.413900737489603), ('2009releasearmx86', 1.609267158326402)], [('gitdaemon', 2.413900737489603), ('2009', 0.03498406865926961)], [('ipsecservic', 2.413900737489603), ('2009betaarmx86', 0.804633579163201)], [('java', 0.20115839479080025), ('maven', 0.1609267158326402), ('2009', 0.023322712439513074)], [('memdump', 0.6034751843724008), ('0xaaac8b582390', 0.6034751843724008), ('key', 0.20115839479080025), ('dump', 0.12069503687448016), ('(', 0.01171796474509516), (')', 0.011494765416617158), ('fail', 0.009733470715683883), ('2009', 0.008746017164817403)], [('python3docutil', 1.609267158326402), ('pythondocutilshelp', 1.609267158326402), ('2003ltssp1', 0.04234913574543163)], [('tangdsocket', 2.413900737489603), ('2009betaarmx86', 0.804633579163201)], [('trouser', 1.609267158326402), ('tcsdservic', 1.0728447722176013), ('2009', 0.023322712439513074)], [('update20210721', 1.0728447722176013), ('updatearmx86lt', 0.5364223861088007), ('openvswitch', 0.11494765416617156), ('sp1', 0.017492034329634802)]]"
eric14chan,[]
ethan848,[]
ew314,"[[('openssl', 0.5364223861088007), ('os', 0.4023167895816005)]]"
fcwicky,"[[('isuladsavelog', 1.2069503687448015), ('log', 0.21944552158996392), ('(', 0.02343592949019032), (')', 0.022989530833234316)], [('submit', 0.002123043744493934), ('file', 0.002025084511316781), ('repositori', 0.0019883861099584867), ('spec', 0.001800075121170472)]]"
fei_wangl,[]
feynmanzhou,"[[('kubekeykuberneteskubespher', 2.413900737489603), ('k8s1186', 2.413900737489603)], [('kubespher', 0.804633579163201), ('add', 0.020115839479080026), ('2103', 0.013953183453697128), ('openeul', 0.0027971039831860985)], [('openeul', 0.011188415932744394)], [('sigkubernet', 0.804633579163201), ('roadmap', 0.804633579163201), ('delay', 0.804633579163201)], [('sigkubernet', 1.2069503687448015), ('vm', 0.08323795646515873)], [('srcopeneul', 0.17242148124925735), ('rpm', 0.03017375921862004)]]"
fly_fzc,"[[('compilerrt', 1.0728447722176013), ('1001', 0.5364223861088007), ('llvm', 0.4023167895816005)], [('cpio', 1.2069503687448015), ('20210531', 0.015181765644588698)], [('cve202014352', 4.827801474979206)], [('cve20213537', 4.827801474979206)], [('cve20213541', 4.827801474979206)], [('git', 0.20990441195561765), ('，，', 0.04470186550906673)], [('librepolibxml2', 3.218534316652804)], [('libunistr', 3.218534316652804)], [('openeuler2003ltssp1less', 4.827801474979206)], [('openeuler2003ltssp1librepo', 4.827801474979206)], [('pythoncryptography2611oe1srcrpm', 4.827801474979206)], [('useless', 1.2069503687448015), ('telnet', 0.804633579163201), ('remov', 0.02413900737489603), ('patch', 0.006111141107568615)]]"
